TF	n_libraries_supported	best_adjusted_p	best_combined_score	supporting_libraries	best_term	aggregate_score
RXR	1	0.0308706360649275	18.001283621573815	ChEA_2022	RXR 22108803 ChIP-Seq LS180 Human	1.5104560535338238
CMYC	1	0.03968045508401888	10.73377697003737	ChEA_2022	CMYC 18555785 Chip-Seq ESCs Mouse	1.4014233556875955
HAND2	1	0.03968045508401888	8.93764720700787	ChEA_2022	HAND2 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	1.4014233556875955
TCFCP2L1	1	0.04273208214463289	10.447063666035358	ChEA_2022	TCFCP2L1 18555785 Chip-Seq ESCs Mouse	1.3692475768262327
DMRT1	1	0.0460876578907572	9.864547252144595	ChEA_2022	DMRT1 23473982 ChIP-Seq TESTES Mouse	1.3364153615427647
PIAS1	1	0.04814191912291585	13.496914486894562	ChEA_2022	PIAS1 25552417 ChIP-Seq VCAP Human	1.3174766010597494
EP300	1	0.052373657345139574	12.942542449324169	ChEA_2022	EP300 21415370 ChIP-Seq HL-1 Mouse	2.459099336202369
BACH1	1	0.052373657345139574	10.476853353842763	ChEA_2022	BACH1 22875853 ChIP-PCR HELA AND SCP4 Human	1.2808870974876285
TBL1	1	0.05812235279746826	9.203551920023918	ChEA_2022	TBL1 22424771 ChIP-Seq 293T Human	1.2356568137429802
CDKN2AIP	1	0.06109901502141071	28.923142130526806	ChEA_2022	CDKN2AIP 20523734 ChIP-Seq CORTICAL Neurons	1.21396579097208
ERG	1	0.0663418779935993	15.89518965319541	ChEA_2022	ERG 21242973 ChIP-ChIP JURKAT Human	1.1782155015164057
NR1I2	1	0.0663418779935993	11.525524529660796	ChEA_2022	NR1I2 20693526 ChIP-Seq LIVER Mouse	1.1782122387147405
DNAJC2	1	0.0663418779935993	10.862154415855652	ChEA_2022	DNAJC2 21179169 ChIP-ChIP NT2 Human	1.1782122387147405
TAF15	1	0.06634782641587976	19.389319539213577	ChEA_2022	TAF15 26573619 Chip-Seq HEK293 Human	1.178173300245691
