TF	candidate_n_libs	candidate_best_adjP	candidate_aggregate_score	pooledUp_n_libs	pooledUp_best_adjP	pooledUp_aggregate_score	joint_score
GTF3C2	1	0.19498353479302924	0.7100020606910282	1	0.10290380014425374	0.9875685868390646	1.697570647530093
ZBTB33	1	0.8141751555795472	0.08928215417883921	2	0.15652047778317862	1.5724230048228018	1.661705159001641
CLOCK	1	0.4272576286008678	0.36931017429550095	1	0.054485995382019814	1.2637151107489049	1.6330252850444058
PBX	1	0.07996118627024637	1.0971207714973867	1	0.3080618535091532	0.5113620758997057	1.6084828473970925
RAD21	2	0.37358208266109133	0.48662097490552725	2	0.17391646527750076	1.0940075448235296	1.5806285197290568
JARID1B-DAIN	1	0.041527256211365625	1.3816667626447245	1	0.7228309725064164	0.14096324667496996	1.5226300093196945
SMAD7	1	0.17707224727785062	0.7518495009136309	1	0.17100382715973253	0.7669941697496383	1.5188436706632693
CITED2	1	0.17707224727785062	0.7518495009136309	1	0.17100382715973253	0.7669941697496383	1.5188436706632693
CDH4	1	0.47377122310678915	0.3244313218856767	1	0.06452257346126013	1.19028831924749	1.5147196411331667
NEUROD2	1	0.07768892849125085	1.1096408684289023	1	0.39766371785734417	0.4004840314760561	1.5101248999049584
HDAC7	1	0.17896806092466075	0.747224467354332	1	0.17971467942044156	0.7454164474824584	1.4926409148367905
PAX5	1	0.17896806092466075	0.747224467354332	1	0.20819265559707878	0.6815345951421069	1.428759062496439
GBX2	1	0.3777115670808275	0.4228397150865499	1	0.10264695768699736	0.988653917986806	1.4114936330733558
KLF1	1	0.13952863553621841	0.8553366527550501	1	0.28317977901580976	0.547937761488581	1.403274414243631
RARG	1	0.056391317373768186	1.2487877596149586	1	0.7386947486930023	0.13153498832402236	1.380322747938981
SMAD	1	0.17279798807818364	0.7624613184059077	1	0.24815414702673833	0.6052784626960364	1.367739781101944
ILF3	1	0.578759825824548	0.2375016227296581	1	0.07419772986825811	1.1296093820628972	1.3671110047925552
TWIST2	1	0.19444584066669582	0.7112013422816131	1	0.22682333676727526	0.6443122650001941	1.3555136072818073
CNOT3	1	0.17755373628235066	0.7506701843607615	1	0.2695596990313988	0.569345037198227	1.3200152215589886
NFIC	1	0.9525224002407634	0.021124802333112754	1	0.05082797418820373	1.2938971992962538	1.3150220016293666
ELF3	1	0.578759825824548	0.2375016227296581	1	0.08777196089565074	1.0566441990497228	1.2941458217793809
RFX5	1	0.9609265411042575	0.017309811095716356	1	0.0612752612499222	1.2127148284372433	1.2300246395329597
NOTCH1	1	0.7376690337144893	0.13213844721695245	2	0.16848283022332308	1.0662481720347565	1.198386619251709
UTX	1	0.20130685738038068	0.6961414309149461	1	0.3160212586253839	0.5002837015804675	1.1964251324954136
TWIST1	1	0.23618697780215256	0.6267440509416912	1	0.2748988970517041	0.5608270026276835	1.1875710535693746
TBX5	1	0.5017375657958023	0.29952338151747304	1	0.1329162921684179	0.8764217822989544	1.1759451638164276
CCND1	1	0.3177128243720065	0.4979652546673814	1	0.21141154135577256	0.6748713074244939	1.1728365620918753
SIN3B	1	0.996509744634224	0.0015184500792190991	1	0.06825032250877086	1.165895292075505	1.1674137421547242
EVI1	1	0.5127047590611769	0.2901326513046453	1	0.13373790082409573	0.8737454978526322	1.1638781491572776
PML	1	0.9887629052232303	0.004907835094104462	1	0.06943113368264217	1.158445743455875	1.1633535785499796
DROSHA	1	0.46517715567239454	0.33238162113410186	1	0.1482186561955036	0.829097128523868	1.1614787496579697
RXRA	2	0.19444584066669582	0.8096993688515881	1	0.4738158930541567	0.3243903759687638	1.134089744820352
CTBP2	1	0.09871998895941084	1.0055949018812065	1	0.7577339434647683	0.12048325765058299	1.1260781595317895
IKZF1	1	0.23073245590749164	0.6368913112868029	1	0.3245651269692634	0.4886981449485614	1.1255894562353643
EBNA1	1	0.6237564062135922	0.2049849809774901	1	0.12842323169881656	0.8913564055042166	1.0963413864817066
SALL1	1	0.44914961793437336	0.3476089654120097	1	0.18086251749858345	0.7426514283320814	1.0902603937440911
EWS-ERG	1	0.5194464408796461	0.2844592250645577	1	0.15763316304018257	0.802352409877945	1.0868116349425025
LUZP1	1	0.578759825824548	0.2375016227296581	1	0.1494857603533232	0.8254001751958224	1.0629017979254805
ZBTB16	1	0.2614653773421205	0.5825858112891239	1	0.3316749163318209	0.4792873717442983	1.0618731830334223
CSB	1	0.4055595517773718	0.3919453655974274	1	0.2145507694031555	0.6684699236997286	1.060415289297156
ELK3	1	0.15511657527024122	0.8093417923618884	1	0.5741751722491496	0.24095559064186703	1.0502973830037554
MNX1	1	0.3661917131789255	0.4362914878917395	1	0.2509026335627271	0.6004947801530757	1.0367862680448152
EWS-FLI1	1	0.16864152966743753	0.7730354671701425	1	0.5485023057316082	0.2608215424476849	1.0338570096178274
PGR	2	0.19444584066669582	0.7130095756774274	1	0.4938839572343605	0.30637508073812614	1.0193846564155535
ZEB1	1	0.8141751555795472	0.08928215417883921	2	0.18148559614134657	0.9165467619438661	1.0058289161227052
TRP63	1	0.170338993948836	0.7686859221002402	1	0.5946052917995704	0.22577123002996075	0.994457152130201
GABP	1	0.9983545286973877	0.0007152076952297827	1	0.14155775646138963	0.9839678080605071	0.9846830157557369
PITX1	1	0.5384306869983635	0.26887019615728325	1	0.19445636193571977	0.7111778436793925	0.9800480398366758
SOX4	1	0.6183019024131575	0.20879941724644968	1	0.17100382715973253	0.7669941697496383	0.975793586996088
WDR5	1	0.2886759623910799	0.5395893776556031	1	0.36682451825382284	0.4355416441403027	0.9751310217959058
SRY	1	0.6511205382671261	0.18633860550488787	1	0.24671891341867155	0.754988028930623	0.9413266344355109
DNAJC2	1	0.6308902566530092	0.20004617970212912	1	0.1844134973844102	0.734207295727901	0.9342534754300301
RAC3	1	0.26590850984888553	0.5752677637542761	1	0.471292804958384	0.3267091903925456	0.9019769541468217
EBNA2	1	0.6151529005954885	0.2110169238479338	1	0.219131244880814	0.6592956940418709	0.8703126178898047
TDRD3	1	0.3636523349973361	0.43931361949581205	1	0.39101105205983133	0.4078109669500076	0.8471245864458197
TTF2	1	0.9231487521480957	0.034728313023980904	1	0.15908555747676434	0.7983692458270324	0.8330975588510133
ELF1	1	0.9996254530775769	0.00016269413181771168	2	0.4341143635981414	0.793622817351973	0.7937855114837907
ELK4	1	0.8754125454151859	0.05778723386461362	1	0.19107302041964347	0.7188006311556735	0.7765878650202871
ASXL1	1	0.47377122310678915	0.3244313218856767	1	0.36742403380329586	0.4348324391930628	0.7592637610787395
RARA	1	0.9578264823598435	0.018713159584335833	1	0.1888566258288103	0.7238677738207733	0.7425809334051091
ETV2	1	0.8324064556954368	0.0796645602936241	1	0.2236455372605681	0.6504397635429525	0.7301043238365766
ZNF263	1	0.4055595517773718	0.3919453655974274	1	0.4693177180783849	0.3285330496263735	0.7204784152238008
ZIC3	1	0.4960927138779392	0.3044371514073593	1	0.38850558516962214	0.410602733385816	0.7150398847931753
ZFP322A	1	0.4150099459988461	0.3819414949971707	1	0.4805636499393513	0.3182490825287804	0.7001905775259512
XRN2	1	0.5859116944499556	0.232167833645668	1	0.34906465093713995	0.45709412907250757	0.6892619627181755
RACK7	1	0.578759825824548	0.2375016227296581	1	0.35863542791615133	0.44534681073451077	0.6828484334641689
PKCTHETA	1	0.4690458474489259	0.3287847045750671	1	0.4615849295742501	0.33574837903253907	0.6645330836076062
HOXD13	1	0.610367179825403	0.21440882696001218	1	0.35863542791615133	0.44534681073451077	0.659755637694523
ZMIZ1	1	0.9048948362071069	0.043401890086257416	1	0.2542235810530778	0.5947841679981951	0.6381860580844525
IRF4	1	0.4911508964482564	0.3087850589425161	1	0.471292804958384	0.3267091903925456	0.6354942493350617
PBX1	1	0.4335553634972842	0.3629554367664723	1	0.5412746178858473	0.26658233790167996	0.6295377746681523
KDM5A	1	0.9517116327541578	0.02149462228246282	1	0.24737387895488336	0.6066461609101004	0.6281407831925632
MYOD1	1	0.8495398152221971	0.07081626232043274	2	0.3457726913294432	0.5444755732257263	0.615291835546159
SMC4	1	0.3733157585611415	0.4279236770662039	1	0.675085876289389	0.1706409779447394	0.5985646550109432
DCP1A	1	0.9801263525607145	0.008717933814956589	1	0.280117108653644	0.5526603650537629	0.5613782988687195
PDX1	1	0.7673145821215199	0.11502654834594486	1	0.36742403380329586	0.4348324391930628	0.5498589875390076
HOXC9	1	0.8802198174622708	0.055408857861663524	1	0.33110857511827474	0.48002957165408117	0.5354384295157447
THAP11	1	0.8465235057523736	0.07236097816128705	1	0.3488352496203709	0.45737963629072803	0.529740614452015
PHC1	1	0.578759825824548	0.2375016227296581	1	0.5112528972303437	0.2913642178646294	0.5288658405942875
PRDM16	1	0.5122453694457177	0.29052195880917336	1	0.5946052917995704	0.22577123002996075	0.5162931888391341
ZC3H11A	1	0.8141751555795472	0.08928215417883921	1	0.37634585044683455	0.42441286809251444	0.5136950222713537
SREBP2	1	0.9429078416063903	0.025530752477601674	1	0.3377562217602069	0.47139664215422744	0.4969273946318291
CTBP1	1	0.4122406684556597	0.38484916633009575	1	0.8304490021663975	0.08068703239713201	0.46553619872722773
GABPA	2	0.47672634858035273	0.3218935381627789	2	0.8479988810216803	0.13216105363815456	0.45405459180093344
NRF1	1	0.9996254530775769	0.00016269413181771168	1	0.3713375444956273	0.4302311387270788	0.4303938328588965
EED	1	0.5047327692203009	0.2969384982590604	1	0.7439830870112253	0.12843693717076946	0.4253754354298298
ZFP42	1	0.6670994291408469	0.17580943098748006	1	0.564804873094151	0.24810156487981916	0.4239109958672992
SIX5	1	0.9996254530775769	0.00016269413181771168	1	0.4341143635981414	0.3623958443658321	0.3625585384976498
BCAT	1	0.7708442844786654	0.11303334337794867	1	0.5647361173866411	0.2481544363110632	0.3611877796890119
THRA	1	0.6248342134055265	0.2042351982626083	1	0.7214695163172127	0.14178201408525481	0.3460172123478631
TBP	1	0.6751113972838708	0.1706245601555846	1	0.7228309725064164	0.14096324667496996	0.31158780683055454
SRF	2	0.8141751555795472	0.09746219953217698	2	0.7701610751104095	0.20645637806616907	0.30391857759834606
AUTS2	1	0.6693800038884239	0.17432726528362782	1	0.7761235576251452	0.11006913425309177	0.2843963995367196
HTT	1	0.5660271820223233	0.2471627124180099	1	0.9179369183712591	0.03718716296497948	0.2843498753829894
P68	1	0.9363748306161721	0.028550268481839468	1	0.6978409216671618	0.1562435669412924	0.18479383542313188
EKLF	1	0.9363748306161721	0.028550268481839468	1	0.7329907954660408	0.13490147897879842	0.1634517474606379
IRF3	1	0.8817629937606255	0.05464813180001367	1	0.8264887943316437	0.0827630302872389	0.13741116208725257
KDM6A	1	0.8952615906851903	0.048050047598344726	1	0.8224560204021395	0.08488731600088475	0.13293736359922947
BCOR	1	0.9363748306161721	0.028550268481839468	1	0.7955799935120782	0.09931614663427053	0.12786641511611
SP2	1	0.8495398152221971	0.07081626232043274	1	0.8904121938134122	0.05040890115580891	0.12122516347624165
TAF2	1	0.9392535909698424	0.02721713585956738	1	0.8069932321060934	0.0931301074976357	0.12034724335720308
NR2C2	1	0.9887629052232303	0.004907835094104462	1	0.8264887943316437	0.0827630302872389	0.08767086538134336
BCLAF1	1	0.9996254530775769	0.00016269413181771168	1	0.8461094966646527	0.0725734304360375	0.07273612456785522
